bus_id,route,bus_type,depot,date,capacity,passengers,occupancy_rate,distance_km,fare_per_passenger,revenue,fuel_consumed_liters,month,day_of_week,trip_time,hour,peak_hour,weekend,holiday,event_flag,weather_condition,bus_stop,next_bus_arrival_min,bus_frequency_min,current_onboard,waiting_crowd,boarding_count,alighting_count,vision_waiting_count,vision_boarding_count,passengers_after_stop,occupancy_after_stop,future_passengers,future_occupancy_rate,crowd_level,future_crowd_level,waiting_pressure_pct,available_seats_before_boarding
AP0756,Kurnool-Hyderabad,Sleeper,Guntur,2024-05-28,36,17,49.73,381.14,686.34,11667.83,112.29,May,Tuesday,11:50,11,0,0,0,0,Clear,College Road Stop,23,5,17,18,8,1,18,8,24,66.67,15,41.67,MODERATE,LOW,50.0,19
AP0757,Kakinada-Vijayawada,Express,Hyderabad,2024-08-01,55,29,53.61,354.46,223.79,6489.84,64.38,August,Thursday,12:50,12,0,0,0,0,Clear,Main Road Stop,7,5,29,20,7,1,20,7,35,63.64,36,65.45,MODERATE,MODERATE,36.36,26
AP0758,Ongole-Hyderabad,Super Luxury,Tirupati,2024-05-14,49,33,67.6,356.24,532.03,17557.12,60.01,May,Tuesday,21:35,21,0,0,0,0,Clear,Market Stop,9,20,33,14,9,1,14,9,41,83.67,43,87.76,HIGH,HIGH,28.57,16
AP0759,Ongole-Hyderabad,Volvo AC,Kurnool,2024-10-06,53,47,89.52,310.73,663.72,31195.03,72.05,October,Sunday,07:20,7,1,1,1,0,Hot,City Center Stop,19,30,47,21,8,2,21,8,53,100.0,50,94.34,HIGH,HIGH,39.62,6
AP0760,Guntur-Hyderabad,Express,Nellore,2024-08-07,59,52,89.57,267.79,405.35,21078.41,75.98,August,Wednesday,13:25,13,0,0,0,1,Clear,Market Stop,26,10,52,18,11,5,18,11,58,98.31,50,84.75,HIGH,HIGH,30.51,7
AP0761,Nellore-Chennai,Express,Kurnool,2024-03-03,63,25,40.67,365.15,374.58,9364.61,117.53,March,Sunday,18:05,18,1,1,0,1,Hot,Railway Station Stop,8,10,25,27,12,5,27,12,32,50.79,39,61.9,LOW,MODERATE,42.86,38
AP0762,Eluru-Hyderabad,Express,Hyderabad,2024-02-22,63,58,93.42,268.81,339.42,19686.22,62.8,February,Thursday,10:25,10,0,0,0,0,Rainy,Central Bus Station,9,10,58,11,7,2,11,7,63,100.0,57,90.48,HIGH,HIGH,17.46,5
AP0763,Hyderabad-Visakhapatnam,Semi-Sleeper,Tirupati,2024-11-18,55,36,66.11,626.54,233.99,8423.77,135.43,November,Monday,07:20,7,1,0,0,1,Clear,City Center Stop,25,10,36,33,13,0,33,13,49,89.09,55,100.0,HIGH,HIGH,60.0,19
AP0764,Chittoor-Bangalore,Express,Vijayawada,2024-07-07,63,50,80.03,166.14,442.1,22104.82,48.63,July,Sunday,10:00,10,0,1,0,0,Rainy,Railway Station Stop,22,10,50,17,8,7,17,8,51,80.95,58,92.06,HIGH,HIGH,26.98,13
AP0765,Kurnool-Hyderabad,Semi-Sleeper,Vijayawada,2024-08-21,63,50,79.58,236.19,383.1,19154.93,49.29,August,Wednesday,21:10,21,0,0,0,0,Cloudy,College Road Stop,28,15,50,7,7,6,7,7,51,80.95,49,77.78,HIGH,MODERATE,11.11,13
AP0766,Rajahmundry-Hyderabad,Volvo AC,Kurnool,2024-03-14,57,35,62.14,252.36,785.0,27475.07,71.39,March,Thursday,05:30,5,0,0,0,0,Clear,Railway Station Stop,24,20,35,23,9,2,23,9,42,73.68,47,82.46,MODERATE,HIGH,40.35,22
AP0767,Eluru-Hyderabad,Volvo AC,Visakhapatnam,2024-11-05,53,47,90.39,350.31,785.52,36919.46,63.88,November,Tuesday,11:20,11,0,0,0,0,Clear,Market Stop,29,20,47,13,6,5,13,6,48,90.57,43,81.13,HIGH,HIGH,24.53,6
AP0768,Guntur-Hyderabad,Super Luxury,Visakhapatnam,2024-12-14,49,26,54.0,469.78,747.4,19432.46,85.48,December,Saturday,06:55,6,0,1,0,0,Rainy,Market Stop,8,30,26,7,7,3,7,7,30,61.22,30,61.22,MODERATE,MODERATE,14.29,23
AP0769,Hyderabad-Vijayawada,Express,Vijayawada,2024-06-03,59,58,98.95,282.33,539.85,31311.48,68.28,June,Monday,09:25,9,1,0,0,0,Rainy,College Road Stop,10,10,58,17,4,3,17,4,59,100.0,56,94.92,HIGH,HIGH,28.81,1
AP0770,Hyderabad-Vijayawada,Super Luxury,Tirupati,2024-10-24,45,24,54.16,276.27,649.03,15576.68,73.8,October,Thursday,16:55,16,0,0,0,0,Rainy,City Center Stop,9,15,24,23,8,3,23,8,29,64.44,36,80.0,MODERATE,HIGH,51.11,21
AP0771,Hyderabad-Visakhapatnam,Ordinary,Nellore,2024-05-31,55,40,73.08,630.2,291.84,11673.73,178.45,May,Friday,11:35,11,0,0,0,0,Hot,Central Bus Station,4,10,40,23,9,1,23,9,48,87.27,51,92.73,HIGH,HIGH,41.82,15
AP0772,Hyderabad-Visakhapatnam,Semi-Sleeper,Kurnool,2024-05-15,63,60,96.79,588.74,226.44,13586.61,121.85,May,Wednesday,15:00,15,0,0,0,0,Clear,City Center Stop,24,5,60,18,7,4,18,7,63,100.0,59,93.65,HIGH,HIGH,28.57,3
AP0773,Guntur-Hyderabad,Sleeper,Visakhapatnam,2024-08-08,36,28,79.73,554.3,895.68,25079.0,117.13,August,Thursday,15:10,15,0,0,0,0,Rainy,College Road Stop,21,10,28,22,8,3,22,8,33,91.67,28,77.78,HIGH,MODERATE,61.11,8
AP0774,Rajahmundry-Hyderabad,Ordinary,Tirupati,2024-09-04,59,32,54.79,327.9,271.85,8699.26,71.98,September,Wednesday,20:40,20,0,0,0,0,Rainy,Central Bus Station,5,10,32,21,0,1,21,0,31,52.54,40,67.8,LOW,MODERATE,35.59,27
AP0775,Hyderabad-Tirupati,Ordinary,Guntur,2024-08-20,59,50,85.25,598.05,100.0,5000.0,150.48,August,Tuesday,05:30,5,0,0,0,0,Clear,Central Bus Station,8,15,50,15,12,3,15,12,59,100.0,51,86.44,HIGH,HIGH,25.42,9
AP0776,Hyderabad-Tirupati,Super Luxury,Tirupati,2024-02-08,45,37,82.53,557.82,546.76,20230.05,94.13,February,Thursday,20:15,20,0,0,1,0,Clear,College Road Stop,8,5,37,18,7,4,18,7,40,88.89,38,84.44,HIGH,HIGH,40.0,8
AP0777,Vijayawada-Tirupati,Express,Kurnool,2024-10-17,59,41,70.43,170.44,329.31,13501.69,40.24,October,Thursday,16:30,16,0,0,0,0,Clear,City Center Stop,14,20,41,15,6,4,15,6,43,72.88,51,86.44,MODERATE,HIGH,25.42,18
AP0778,Kadapa-Hyderabad,Volvo AC,Nellore,2024-04-12,57,47,82.71,509.83,1031.95,48501.79,100.23,April,Friday,10:50,10,0,0,0,0,Rainy,Market Stop,15,30,47,18,5,3,18,5,49,85.96,54,94.74,HIGH,HIGH,31.58,10
AP0779,Chittoor-Bangalore,Super Luxury,Nellore,2024-11-28,49,44,89.82,139.53,556.86,24501.81,22.75,November,Thursday,19:20,19,1,0,0,0,Clear,Railway Station Stop,11,30,44,16,7,4,16,7,47,95.92,45,91.84,HIGH,HIGH,32.65,5
AP0780,Kurnool-Hyderabad,Volvo AC,Hyderabad,2024-05-22,49,35,71.85,213.66,481.21,16842.25,42.05,May,Wednesday,20:00,20,0,0,0,0,Cloudy,City Center Stop,29,5,35,16,6,2,16,6,39,79.59,47,95.92,MODERATE,HIGH,32.65,14
AP0781,Eluru-Hyderabad,Ordinary,Tirupati,2024-08-27,63,54,86.08,423.1,266.41,14385.9,85.81,August,Tuesday,12:15,12,0,0,0,0,Clear,Main Road Stop,8,5,54,21,6,8,21,6,52,82.54,51,80.95,HIGH,HIGH,33.33,9
AP0782,Kakinada-Vijayawada,Super Luxury,Kurnool,2024-11-22,45,45,100.0,429.23,707.36,31831.21,90.64,November,Friday,21:55,21,0,0,0,1,Clear,Main Road Stop,18,30,45,16,6,7,16,6,44,97.78,42,93.33,HIGH,HIGH,35.56,0
AP0783,Guntur-Hyderabad,Super Luxury,Kurnool,2024-02-21,49,43,89.44,538.54,468.93,20164.02,143.32,February,Wednesday,13:45,13,0,0,0,0,Cloudy,City Center Stop,15,30,43,10,9,3,10,9,49,100.0,43,87.76,HIGH,HIGH,20.41,6
AP0784,Anantapur-Bangalore,Ordinary,Kurnool,2024-12-27,59,22,37.74,142.55,235.87,5189.15,31.8,December,Friday,16:50,16,0,0,0,0,Clear,Main Road Stop,13,15,22,15,14,4,15,14,32,54.24,30,50.85,LOW,LOW,25.42,37
AP0785,Kadapa-Hyderabad,Ordinary,Visakhapatnam,2024-06-14,55,52,95.13,379.78,280.09,14564.9,61.43,June,Friday,22:50,22,0,0,0,0,Rainy,Market Stop,26,10,52,10,7,4,10,7,55,100.0,45,81.82,HIGH,HIGH,18.18,3
AP0786,Guntur-Hyderabad,Sleeper,Guntur,2024-06-24,36,24,69.16,312.21,869.2,20860.72,80.03,June,Monday,13:05,13,0,0,0,0,Clear,Market Stop,30,15,24,4,4,3,4,4,25,69.44,25,69.44,MODERATE,MODERATE,11.11,12
AP0787,Chittoor-Bangalore,Ordinary,Nellore,2024-09-05,59,54,92.15,443.34,252.51,13635.63,143.42,September,Thursday,19:15,19,1,0,0,0,Hot,Railway Station Stop,3,15,54,27,7,4,27,7,57,96.61,59,100.0,HIGH,HIGH,45.76,5
AP0788,Ongole-Hyderabad,Sleeper,Vijayawada,2024-07-02,40,26,67.25,508.83,934.55,24298.34,101.34,July,Tuesday,12:00,12,0,0,0,0,Clear,Main Road Stop,15,30,26,9,8,3,9,8,31,77.5,36,90.0,MODERATE,HIGH,22.5,14
AP0789,Rajahmundry-Hyderabad,Volvo AC,Guntur,2024-08-08,49,47,97.17,397.78,866.89,40743.72,90.45,August,Thursday,19:00,19,1,0,0,0,Hot,College Road Stop,6,15,47,20,8,6,20,8,49,100.0,49,100.0,HIGH,HIGH,40.82,2
AP0790,Guntur-Hyderabad,Semi-Sleeper,Kurnool,2024-02-03,59,40,68.64,179.03,256.91,10276.58,44.16,February,Saturday,15:50,15,0,1,0,0,Cloudy,College Road Stop,15,5,40,8,6,1,8,6,45,76.27,47,79.66,MODERATE,MODERATE,13.56,19
AP0791,Hyderabad-Visakhapatnam,Express,Hyderabad,2024-07-30,63,42,67.18,612.53,399.91,16796.11,142.45,July,Tuesday,11:55,11,0,0,0,0,Clear,Main Road Stop,20,20,42,20,7,4,20,7,45,71.43,47,74.6,MODERATE,MODERATE,31.75,21
AP0792,Hyderabad-Visakhapatnam,Ordinary,Tirupati,2024-02-14,63,50,80.27,626.13,306.37,15318.62,155.77,February,Wednesday,13:05,13,0,0,0,0,Clear,Market Stop,14,20,50,17,11,6,17,11,55,87.3,61,96.83,HIGH,HIGH,26.98,13
AP0793,Chittoor-Bangalore,Super Luxury,Visakhapatnam,2024-07-08,53,39,74.39,374.83,466.36,18188.1,82.16,July,Monday,12:40,12,0,0,0,0,Clear,Central Bus Station,11,10,39,11,11,4,11,11,46,86.79,47,88.68,HIGH,HIGH,20.75,14
AP0794,Eluru-Hyderabad,Express,Tirupati,2024-11-18,59,44,75.69,434.39,297.0,13068.12,82.89,November,Monday,08:30,8,1,0,0,0,Cloudy,Main Road Stop,11,5,44,13,8,1,13,8,51,86.44,54,91.53,HIGH,HIGH,22.03,15
AP0795,Hyderabad-Visakhapatnam,Sleeper,Visakhapatnam,2024-06-25,40,29,73.8,635.14,771.73,22380.16,141.86,June,Tuesday,06:00,6,0,0,0,0,Rainy,City Center Stop,11,5,29,12,4,0,12,4,33,82.5,39,97.5,HIGH,HIGH,30.0,11
AP0796,Hyderabad-Vijayawada,Volvo AC,Guntur,2024-04-25,49,24,50.15,259.05,653.04,15672.94,91.94,April,Thursday,12:50,12,0,0,1,0,Clear,Railway Station Stop,12,30,24,19,7,4,19,7,27,55.1,30,61.22,LOW,MODERATE,38.78,25
AP0797,Nellore-Chennai,Ordinary,Nellore,2024-10-06,59,27,46.33,369.1,305.13,8238.6,81.41,October,Sunday,06:50,6,0,1,0,0,Clear,Railway Station Stop,13,15,27,13,4,4,13,4,27,45.76,34,57.63,LOW,LOW,22.03,32
AP0798,Anantapur-Bangalore,Ordinary,Tirupati,2024-08-16,55,43,78.97,260.6,147.85,6357.62,75.41,August,Friday,10:30,10,0,0,1,0,Cloudy,City Center Stop,22,15,43,17,8,3,17,8,48,87.27,48,87.27,HIGH,HIGH,30.91,12
AP0799,Kurnool-Hyderabad,Ordinary,Tirupati,2024-11-26,63,56,89.89,305.53,279.24,15637.42,75.37,November,Tuesday,18:40,18,1,0,1,0,Clear,College Road Stop,5,30,56,25,8,1,25,8,63,100.0,56,88.89,HIGH,HIGH,39.68,7
AP0800,Kadapa-Hyderabad,Express,Guntur,2024-07-21,55,49,90.87,310.02,357.51,17517.99,62.9,July,Sunday,18:20,18,1,1,0,1,Cloudy,College Road Stop,4,5,49,30,7,8,30,7,48,87.27,52,94.55,HIGH,HIGH,54.55,6
AP0801,Nellore-Chennai,Semi-Sleeper,Guntur,2024-07-04,63,51,82.15,577.58,249.92,12746.11,151.27,July,Thursday,18:45,18,1,0,0,0,Clear,College Road Stop,17,10,51,20,9,2,20,9,58,92.06,52,82.54,HIGH,HIGH,31.75,12
AP0802,Guntur-Hyderabad,Ordinary,Hyderabad,2024-01-10,63,47,74.84,235.21,180.46,8481.48,46.04,January,Wednesday,12:25,12,0,0,0,0,Cloudy,Market Stop,22,30,47,15,9,3,15,9,53,84.13,55,87.3,HIGH,HIGH,23.81,16
AP0803,Chittoor-Bangalore,Super Luxury,Hyderabad,2024-04-02,45,9,20.1,261.86,573.33,5159.95,46.57,April,Tuesday,21:55,21,0,0,0,0,Hot,Railway Station Stop,10,15,9,6,6,5,6,6,10,22.22,7,15.56,LOW,LOW,13.33,36
AP0804,Vijayawada-Visakhapatnam,Sleeper,Vijayawada,2024-09-16,36,13,37.44,517.37,562.1,7307.28,137.35,September,Monday,15:00,15,0,0,0,0,Clear,Main Road Stop,8,5,13,27,4,4,27,4,13,36.11,11,30.56,LOW,LOW,75.0,23
AP0805,Vijayawada-Visakhapatnam,Semi-Sleeper,Tirupati,2024-06-09,63,27,43.89,505.38,276.23,7458.2,174.03,June,Sunday,09:10,9,1,1,0,0,Clear,City Center Stop,20,20,27,18,7,3,18,7,31,49.21,30,47.62,LOW,LOW,28.57,36
AP0806,Ongole-Hyderabad,Volvo AC,Hyderabad,2024-10-01,49,33,68.31,454.04,843.73,27843.15,154.65,October,Tuesday,10:55,10,0,0,0,1,Clear,Main Road Stop,13,5,33,18,9,2,18,9,40,81.63,48,97.96,HIGH,HIGH,36.73,16
AP0807,Hyderabad-Vijayawada,Express,Nellore,2024-10-15,59,53,91.18,262.97,400.53,21227.84,103.69,October,Tuesday,17:15,17,1,0,0,1,Cloudy,City Center Stop,23,20,53,28,10,4,28,10,59,100.0,54,91.53,HIGH,HIGH,47.46,6
AP0808,Vijayawada-Tirupati,Express,Guntur,2024-04-03,63,55,88.78,452.94,377.2,20745.85,107.07,April,Wednesday,10:15,10,0,0,0,1,Clear,City Center Stop,7,20,55,15,7,4,15,7,58,92.06,58,92.06,HIGH,HIGH,23.81,8
AP0809,Hyderabad-Tirupati,Semi-Sleeper,Tirupati,2024-12-08,55,39,72.67,597.5,271.11,10573.38,206.64,December,Sunday,14:45,14,0,1,0,0,Hot,Central Bus Station,6,30,39,12,10,7,12,10,42,76.36,38,69.09,MODERATE,MODERATE,21.82,16
AP0810,Vijayawada-Visakhapatnam,Super Luxury,Hyderabad,2024-06-03,53,32,61.25,286.67,446.12,14275.83,57.69,June,Monday,22:10,22,0,0,0,1,Cloudy,College Road Stop,18,15,32,17,11,6,17,11,37,69.81,42,79.25,MODERATE,MODERATE,32.08,21
AP0811,Kakinada-Vijayawada,Ordinary,Guntur,2024-05-04,59,30,51.64,265.57,263.06,7891.68,52.97,May,Saturday,05:30,5,0,1,0,0,Clear,City Center Stop,13,10,30,7,7,6,7,7,31,52.54,32,54.24,LOW,LOW,11.86,29
AP0812,Eluru-Hyderabad,Express,Visakhapatnam,2024-11-11,59,27,46.18,643.57,424.22,11454.07,176.74,November,Monday,06:15,6,0,0,0,0,Rainy,Railway Station Stop,23,30,27,17,11,2,17,11,36,61.02,40,67.8,MODERATE,MODERATE,28.81,32
AP0813,Ongole-Hyderabad,Volvo AC,Vijayawada,2024-10-18,53,47,89.37,309.07,920.04,43242.0,53.41,October,Friday,22:10,22,0,0,0,0,Clear,Market Stop,17,15,47,2,2,1,2,2,48,90.57,51,96.23,HIGH,HIGH,3.77,6
AP0814,Vijayawada-Visakhapatnam,Ordinary,Guntur,2024-09-22,55,37,67.83,367.99,426.99,15798.68,71.17,September,Sunday,15:55,15,0,1,0,0,Rainy,City Center Stop,12,20,37,25,12,3,25,12,46,83.64,55,100.0,HIGH,HIGH,45.45,18
AP0815,Chittoor-Bangalore,Express,Kurnool,2024-09-27,59,19,32.49,319.97,451.34,8575.41,65.19,September,Friday,09:10,9,1,0,0,0,Clear,Railway Station Stop,7,5,19,25,9,6,25,9,22,37.29,18,30.51,LOW,LOW,42.37,40
AP0816,Kadapa-Hyderabad,Volvo AC,Tirupati,2024-03-22,53,45,84.92,215.1,861.97,38788.54,50.57,March,Friday,21:05,21,0,0,0,1,Cloudy,Central Bus Station,7,20,45,21,13,5,21,13,53,100.0,49,92.45,HIGH,HIGH,39.62,8
AP0817,Vijayawada-Visakhapatnam,Ordinary,Vijayawada,2024-09-13,59,17,30.34,393.52,212.66,3615.21,67.41,September,Friday,20:40,20,0,0,0,0,Hot,Main Road Stop,24,15,17,2,2,5,2,2,14,23.73,22,37.29,LOW,LOW,3.39,42
AP0818,Hyderabad-Tirupati,Express,Guntur,2024-05-08,63,49,79.33,545.97,446.12,21860.03,108.56,May,Wednesday,14:50,14,0,0,0,0,Rainy,College Road Stop,9,10,49,9,9,5,9,9,53,84.13,60,95.24,HIGH,HIGH,14.29,14
AP0819,Ongole-Hyderabad,Semi-Sleeper,Hyderabad,2024-05-31,63,50,80.14,386.1,319.98,15998.98,73.2,May,Friday,16:05,16,0,0,0,0,Rainy,Market Stop,17,20,50,22,10,6,22,10,54,85.71,59,93.65,HIGH,HIGH,34.92,13
AP0820,Guntur-Hyderabad,Express,Vijayawada,2024-02-23,55,44,80.63,634.09,611.44,26903.43,109.19,February,Friday,12:40,12,0,0,0,0,Clear,Main Road Stop,25,5,44,37,12,3,37,12,53,96.36,51,92.73,HIGH,HIGH,67.27,11
AP0821,Kurnool-Hyderabad,Express,Tirupati,2024-02-11,59,49,84.68,285.89,296.18,14513.03,56.87,February,Sunday,07:30,7,1,1,1,1,Rainy,College Road Stop,28,20,49,38,7,3,38,7,53,89.83,52,88.14,HIGH,HIGH,64.41,10
AP0822,Ongole-Hyderabad,Express,Vijayawada,2024-08-18,59,56,95.45,198.14,278.31,15585.38,52.56,August,Sunday,15:45,15,0,1,0,0,Cloudy,Central Bus Station,10,30,56,18,9,6,18,9,59,100.0,56,94.92,HIGH,HIGH,30.51,3
AP0823,Kurnool-Hyderabad,Volvo AC,Visakhapatnam,2024-12-21,49,23,46.98,285.11,722.99,16628.83,55.2,December,Saturday,12:05,12,0,1,0,0,Cloudy,Main Road Stop,6,15,23,15,12,5,15,12,30,61.22,33,67.35,MODERATE,MODERATE,30.61,26
AP0824,Chittoor-Bangalore,Sleeper,Tirupati,2024-07-19,40,23,58.3,378.41,178.8,4112.39,80.41,July,Friday,17:55,17,1,0,0,0,Clear,Market Stop,24,5,23,15,5,4,15,5,24,60.0,31,77.5,MODERATE,MODERATE,37.5,17
AP0825,Guntur-Hyderabad,Super Luxury,Kurnool,2024-11-23,45,22,50.8,489.97,570.36,12547.89,102.22,November,Saturday,20:35,20,0,1,0,0,Clear,Central Bus Station,22,15,22,18,8,5,18,8,25,55.56,27,60.0,LOW,MODERATE,40.0,23
AP0826,Kadapa-Hyderabad,Sleeper,Hyderabad,2024-05-11,40,36,92.24,347.0,685.02,24660.75,79.6,May,Saturday,06:50,6,0,1,0,0,Cloudy,Market Stop,12,15,36,5,2,2,5,2,36,90.0,30,75.0,HIGH,MODERATE,12.5,4
AP0827,Vijayawada-Tirupati,Volvo AC,Guntur,2024-07-06,49,31,64.21,405.2,1016.84,31522.03,84.87,July,Saturday,15:20,15,0,1,0,0,Clear,City Center Stop,19,15,31,5,5,2,5,5,34,69.39,34,69.39,MODERATE,MODERATE,10.2,18
AP0828,Eluru-Hyderabad,Super Luxury,Hyderabad,2024-08-23,45,36,80.08,228.8,512.9,18464.27,48.07,August,Friday,11:55,11,0,0,0,0,Cloudy,City Center Stop,8,10,36,4,4,4,4,4,36,80.0,40,88.89,HIGH,HIGH,8.89,9
AP0829,Rajahmundry-Hyderabad,Super Luxury,Hyderabad,2024-10-13,45,33,74.13,320.29,491.37,16215.28,75.2,October,Sunday,20:35,20,0,1,0,0,Rainy,City Center Stop,22,20,33,20,7,6,20,7,34,75.56,38,84.44,MODERATE,HIGH,44.44,12
AP0830,Hyderabad-Visakhapatnam,Ordinary,Kurnool,2024-07-14,59,41,70.42,611.97,284.81,11677.06,202.35,July,Sunday,12:05,12,0,1,0,0,Hot,Main Road Stop,23,10,41,12,12,1,12,12,52,88.14,58,98.31,HIGH,HIGH,20.34,18
AP0831,Ongole-Hyderabad,Semi-Sleeper,Tirupati,2024-09-13,59,39,66.58,244.48,113.85,4440.07,51.95,September,Friday,16:55,16,0,0,0,0,Clear,Central Bus Station,11,15,39,13,13,4,13,13,48,81.36,48,81.36,HIGH,HIGH,22.03,20
AP0832,Kurnool-Hyderabad,Sleeper,Hyderabad,2024-08-18,40,34,85.13,369.41,422.56,14367.17,68.74,August,Sunday,15:45,15,0,1,0,0,Hot,College Road Stop,16,15,34,12,4,0,12,4,38,95.0,37,92.5,HIGH,HIGH,30.0,6
AP0833,Kadapa-Hyderabad,Express,Kurnool,2024-04-08,63,55,88.0,535.79,289.44,15919.28,98.71,April,Monday,13:15,13,0,0,0,1,Clear,Market Stop,12,20,55,10,10,2,10,10,63,100.0,63,100.0,HIGH,HIGH,15.87,8
AP0834,Kadapa-Hyderabad,Super Luxury,Nellore,2024-05-11,49,46,93.92,240.38,637.82,29339.87,54.07,May,Saturday,17:30,17,1,1,0,0,Clear,College Road Stop,3,20,46,16,6,3,16,6,49,100.0,45,91.84,HIGH,HIGH,32.65,3
AP0835,Vijayawada-Visakhapatnam,Semi-Sleeper,Vijayawada,2024-08-29,63,47,74.79,425.29,284.53,13372.93,82.47,August,Thursday,18:20,18,1,0,0,0,Rainy,Central Bus Station,6,30,47,18,7,4,18,7,50,79.37,52,82.54,MODERATE,HIGH,28.57,16
AP0836,Hyderabad-Visakhapatnam,Semi-Sleeper,Vijayawada,2024-01-15,55,41,75.75,623.73,164.67,6751.28,142.43,January,Monday,15:30,15,0,0,0,0,Clear,College Road Stop,29,20,41,4,4,4,4,4,41,74.55,43,78.18,MODERATE,MODERATE,7.27,14
AP0837,Vijayawada-Tirupati,Volvo AC,Vijayawada,2024-12-03,49,14,29.75,416.61,1070.2,14982.84,130.78,December,Tuesday,19:55,19,1,0,0,0,Clear,Railway Station Stop,15,20,14,17,9,5,17,9,18,36.73,21,42.86,LOW,LOW,34.69,35
AP0838,Rajahmundry-Hyderabad,Express,Vijayawada,2024-03-08,59,59,100.0,314.49,409.92,24185.19,90.88,March,Friday,22:50,22,0,0,0,0,Clear,City Center Stop,7,30,59,6,4,4,6,4,59,100.0,54,91.53,HIGH,HIGH,10.17,0
AP0839,Kadapa-Hyderabad,Sleeper,Kurnool,2024-12-10,40,21,52.85,222.08,896.58,18828.15,55.31,December,Tuesday,13:10,13,0,0,0,0,Clear,Central Bus Station,4,10,21,15,5,3,15,5,23,57.5,30,75.0,LOW,MODERATE,37.5,19
AP0840,Hyderabad-Tirupati,Express,Vijayawada,2024-03-13,55,43,79.67,521.44,210.72,9061.12,143.79,March,Wednesday,14:55,14,0,0,0,0,Rainy,Market Stop,12,10,43,18,9,4,18,9,48,87.27,55,100.0,HIGH,HIGH,32.73,12
AP0841,Chittoor-Bangalore,Sleeper,Visakhapatnam,2024-04-21,40,19,49.92,229.07,991.26,18833.87,61.43,April,Sunday,05:25,5,0,1,0,0,Clear,City Center Stop,30,15,19,4,4,1,4,4,22,55.0,29,72.5,LOW,MODERATE,10.0,21
AP0842,Hyderabad-Visakhapatnam,Semi-Sleeper,Kurnool,2024-11-26,55,48,88.14,633.17,188.87,9065.52,137.85,November,Tuesday,19:40,19,1,0,0,0,Clear,Market Stop,13,15,48,18,6,3,18,6,51,92.73,51,92.73,HIGH,HIGH,32.73,7
AP0843,Ongole-Hyderabad,Semi-Sleeper,Tirupati,2024-10-11,59,40,69.06,364.29,171.62,6864.76,58.71,October,Friday,14:45,14,0,0,0,0,Cloudy,Railway Station Stop,30,20,40,23,6,3,23,6,43,72.88,40,67.8,MODERATE,MODERATE,38.98,19
AP0844,Hyderabad-Visakhapatnam,Volvo AC,Nellore,2024-09-09,57,56,99.46,594.58,778.84,43615.18,192.99,September,Monday,13:25,13,0,0,0,0,Clear,Central Bus Station,16,5,56,6,1,0,6,1,57,100.0,54,94.74,HIGH,HIGH,10.53,1
AP0845,Hyderabad-Tirupati,Volvo AC,Nellore,2024-01-09,53,45,86.41,567.2,953.5,42907.5,141.46,January,Tuesday,09:25,9,1,0,0,0,Cloudy,College Road Stop,24,5,45,23,11,6,23,11,50,94.34,53,100.0,HIGH,HIGH,43.4,8
AP0846,Ongole-Hyderabad,Semi-Sleeper,Guntur,2024-06-03,59,49,83.99,308.48,266.68,13067.23,85.71,June,Monday,21:25,21,0,0,0,0,Hot,Main Road Stop,24,20,49,13,8,5,13,8,52,88.14,57,96.61,HIGH,HIGH,22.03,10
AP0847,Chittoor-Bangalore,Semi-Sleeper,Nellore,2024-11-19,63,41,65.1,382.0,273.92,11230.53,113.2,November,Tuesday,13:50,13,0,0,0,0,Rainy,Railway Station Stop,3,30,41,21,13,2,21,13,52,82.54,47,74.6,HIGH,MODERATE,33.33,22
AP0848,Anantapur-Bangalore,Sleeper,Guntur,2024-04-15,36,13,37.84,418.96,1006.83,13088.75,86.59,April,Monday,17:20,17,1,0,0,0,Rainy,City Center Stop,3,10,13,24,6,1,24,6,18,50.0,20,55.56,LOW,LOW,66.67,23
AP0849,Kadapa-Hyderabad,Volvo AC,Vijayawada,2024-07-23,49,34,70.97,487.43,404.16,13741.4,121.9,July,Tuesday,10:15,10,0,0,0,0,Clear,Railway Station Stop,28,10,34,9,9,4,9,9,39,79.59,39,79.59,MODERATE,MODERATE,18.37,15
AP0850,Kakinada-Vijayawada,Ordinary,Hyderabad,2024-06-06,63,37,60.25,501.54,237.06,8771.04,104.37,June,Thursday,22:20,22,0,0,1,0,Rainy,Market Stop,29,15,37,18,7,4,18,7,40,63.49,45,71.43,MODERATE,MODERATE,28.57,26
AP0851,Ongole-Hyderabad,Sleeper,Kurnool,2024-11-29,44,43,99.55,449.95,669.43,28785.34,101.47,November,Friday,10:10,10,0,0,1,1,Clear,Main Road Stop,6,15,43,21,6,5,21,6,44,100.0,39,88.64,HIGH,HIGH,47.73,1
AP0852,Anantapur-Bangalore,Sleeper,Hyderabad,2024-04-03,44,26,60.74,524.03,714.9,18587.38,133.3,April,Wednesday,11:20,11,0,0,0,0,Clear,Market Stop,21,5,26,11,6,4,11,6,28,63.64,32,72.73,MODERATE,MODERATE,25.0,18
AP0853,Hyderabad-Vijayawada,Sleeper,Kurnool,2024-09-05,40,28,71.89,265.61,531.14,14872.04,57.54,September,Thursday,20:05,20,0,0,0,1,Cloudy,City Center Stop,28,15,28,9,9,4,9,9,33,82.5,36,90.0,HIGH,HIGH,22.5,12
